,question_id,sql_gold,sql_pred,execution_accuracy,used_metadata
56,56,SELECT COUNT(CDSCode) FROM schools WHERE City = 'San Joaquin' AND MailState = 'CA' AND StatusType = 'Active',"SELECT COUNT(*)
FROM schools
WHERE MailState = 'CA' AND StatusType = 'Active' AND MailCity = 'San Joaquin';",0,qwen2_metadata
57,57,"SELECT T2.Phone, T2.Ext FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode ORDER BY T1.AvgScrWrite DESC LIMIT 332, 1","SELECT Phone, Ext
FROM schools
JOIN frpm ON schools.CDSCode = frpm.CDSCode
JOIN satscores ON schools.CDSCode = satscores.cds
WHERE satscores.NumTstTakr > 0
AND satscores.AvgScrWrite IN (
    SELECT AvgScrWrite
    FROM (
        SELECT AvgScrWrite, ROW_NUMBER() OVER (ORDER BY AvgScrWrite DESC) AS rank
        FROM satscores
        WHERE satscores.NumTstTakr > 0
    ) AS ranked_scores
    WHERE rank = 333
)
ORDER BY satscores.AvgScrWrite DESC
LIMIT 1;",0,qwen2_metadata
58,58,"SELECT Phone, Ext, School FROM schools WHERE Zip = '95203-3704'","SELECT School, Phone, Ext
FROM schools
WHERE Zip = '95203-3704';",0,qwen2_metadata
59,59,SELECT Website FROM schools WHERE (AdmFName1 = 'Mike' AND AdmLName1 = 'Larson') OR (AdmFName1 = 'Dante' AND AdmLName1 = 'Alvarez'),SELECT website FROM schools WHERE AdmFName1 = 'Mike' AND AdmLName1 = 'Larson' OR AdmFName1 = 'Dante' AND AdmLName1 = 'Alvarez';,1,qwen2_metadata
60,60,SELECT Website FROM schools WHERE County = 'San Joaquin' AND Virtual = 'P' AND Charter = 1,"SELECT website
FROM schools
WHERE Charter = 1 AND Virtual = 'Y' AND County = 'San Joaquin' AND SchoolType LIKE '%Charter%';",0,qwen2_metadata
61,61,SELECT COUNT(School) FROM schools WHERE DOC = 52 AND Charter = 1 AND City = 'Hickman',"SELECT COUNT(*)
FROM schools
WHERE City = 'Hickman'
AND Charter = 1
AND District = (
    SELECT District
    FROM schools
    WHERE School = 'Elementary School District'
);",0,qwen2_metadata
62,62,SELECT COUNT(T2.School) FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.County = 'Los Angeles' AND T2.Charter = 0 AND CAST(T1.`Free Meal Count (K-12)` AS REAL) * 100 / T1.`Enrollment (K-12)` < 0.18,"SELECT COUNT(*)
FROM frpm
WHERE Charter = 0
AND County = 'Los Angeles'
AND Percent (%)\ Eligible Free (K-12) < 0.0018;",0,qwen2_metadata
63,63,"SELECT AdmFName1, AdmLName1, School, City FROM schools WHERE Charter = 1 AND CharterNum = '00D2'","SELECT schools.School, schools.City
FROM schools
JOIN frpm ON schools.CDSCode = frpm.CDSCode
WHERE frpm.CharterSchoolNumber = '00D2' AND frpm.Charter = 1;",0,qwen2_metadata
64,64,SELECT COUNT(*) FROM schools WHERE CharterNum = '00D4' AND MailCity = 'Hickman',"SELECT COUNT(*)
FROM schools
WHERE MailCity = 'Hickman' AND CharterNum = '00D4';",1,qwen2_metadata
65,65,SELECT CAST(SUM(CASE WHEN FundingType = 'Locally funded' THEN 1 ELSE 0 END) AS REAL) * 100 / SUM(CASE WHEN FundingType != 'Locally funded' THEN 1 ELSE 0 END) FROM schools WHERE County = 'Santa Clara' AND Charter = 1,"SELECT
    ROUND(100 * COUNT(CASE WHEN schools.FundingType = 'Local' AND schools.Charter = 1 AND schools.CountyCode = 'Santa Clara' THEN 1 ELSE NULL END) /
          COUNT(CASE WHEN schools.Charter = 1 AND schools.CountyCode = 'Santa Clara' THEN 1 ELSE NULL END), 2) AS ratio
FROM
    schools
WHERE
    schools.Charter = 1 AND schools.CountyCode = 'Santa Clara';",0,qwen2_metadata
66,66,"SELECT COUNT(School) FROM schools WHERE strftime('%Y', OpenDate) BETWEEN '2000' AND '2005' AND County = 'Stanislaus' AND FundingType = 'Directly funded'","SELECT COUNT(*)
FROM schools
WHERE OpenDate BETWEEN '2000-01-01' AND '2005-12-31'
AND FundingType = 'Directly Funded'
AND County = 'Stanislaus';",0,qwen2_metadata
67,67,"SELECT COUNT(School) FROM schools WHERE strftime('%Y', ClosedDate) = '1989' AND City = 'San Francisco' AND DOCType = 'Community College District'","SELECT SUM(Enroll12)
FROM schools
WHERE StatusType = 'Closed'
AND City = 'San Francisco'
AND DOC = '01' -- Community College District code
AND OpenDate <= '1989-12-31'
AND ClosedDate >= '1989-01-01';",0,qwen2_metadata
68,68,"SELECT County FROM schools WHERE strftime('%Y', ClosedDate) BETWEEN '1980' AND '1989' AND StatusType = 'Closed' AND SOC = 11 GROUP BY County ORDER BY COUNT(School) DESC LIMIT 1","SELECT County
FROM schools
WHERE ClosedDate BETWEEN '1980-01-01' AND '1989-12-31'
AND EdOpsCode = 'CEA';
GROUP BY County
ORDER BY COUNT(*) DESC
LIMIT 1;",0,qwen2_metadata
69,69,SELECT NCESDist FROM schools WHERE SOC = 31,"SELECT NCESDist
FROM schools
WHERE SOC = 'State Special Schools';",0,qwen2_metadata
70,70,SELECT COUNT(School) FROM schools WHERE (StatusType = 'Closed' OR StatusType = 'Active') AND County = 'Alpine',"SELECT COUNT(*)
FROM schools
WHERE StatusType = 'Active' OR ClosedDate IS NOT NULL
AND DistrictType = 'District Community Day School'
AND County = 'Alpine';",0,qwen2_metadata
71,71,SELECT T1.`District Code` FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.City = 'Fresno' AND T2.Magnet = 0,"SELECT `District Code`
FROM frpm
WHERE `School Name` NOT IN (
    SELECT `School Name`
    FROM frpm
    WHERE `City` = 'Fresno'
    AND Magnet = 1
)
AND `City` = 'Fresno';",0,qwen2_metadata
72,72,SELECT T1.`Enrollment (Ages 5-17)` FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.EdOpsCode = 'SSS' AND T2.City = 'Fremont' AND T1.`Academic Year` BETWEEN 2014 AND 2015,"SELECT SUM(Enrollment (Ages 5-17))
FROM frpm
WHERE School Name = 'State Special School' AND `Academic Year` = '2014-2015' AND County = 'Fremont';",0,qwen2_metadata
73,73,SELECT T1.`FRPM Count (Ages 5-17)` FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.MailStreet = 'PO Box 1040' AND T2.SOCType = 'Youth Authority Facilities',"SELECT `FRPM Count` (`Ages 5-17`)
FROM frpm
WHERE `MailStreet` = 'PO Box 1040';",0,qwen2_metadata
74,74,SELECT MIN(T1.`Low Grade`) FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.NCESDist = 613360 AND T2.EdOpsCode = 'SPECON',"SELECT Low Grade
FROM frpm
WHERE District Code = 613360 AND School Type = 'District Special Education Consortia';",0,qwen2_metadata
75,75,"SELECT T2.EILName, T2.School FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T1.`NSLP Provision Status` = 'Breakfast Provision 2' AND T1.`County Code` = 37","SELECT SchoolName
FROM frpm
JOIN schools ON frpm.CDSCode = schools.CDSCode
WHERE NSLP Provision Status = 'Breakfast Provision 2' AND `County Code` = '37';",0,qwen2_metadata
76,76,SELECT T2.City FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T1.`NSLP Provision Status` = 'Lunch Provision 2' AND T2.County = 'Merced' AND T1.`Low Grade` = 9 AND T1.`High Grade` = 12 AND T2.EILCode = 'HS',"SELECT City
FROM frpm
WHERE SchoolType = 'High School'
AND NSLP Provision Status = 'Lunch Provision 2'
AND Low Grade = '9'
AND High Grade = '12'
AND County Name = 'Merced';",0,qwen2_metadata
77,77,"SELECT T2.School, T1.`FRPM Count (Ages 5-17)` * 100 / T1.`Enrollment (Ages 5-17)` FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.County = 'Los Angeles' AND T2.GSserved = 'K-9'","SELECT School.School, frpm.Percent (%)\ Eligible FRPM (Ages 5-17)
FROM schools AS School
JOIN frpm ON School.CDSCode = frpm.CDSCode
WHERE School.County = 'Los Angeles' AND (frpm.Low Grade = 'Kindergarten' AND frpm.High Grade = '9th grade');",0,qwen2_metadata
78,78,SELECT GSserved FROM schools WHERE City = 'Adelanto' GROUP BY GSserved ORDER BY COUNT(GSserved) DESC LIMIT 1,"SELECT `School Type`, COUNT(`School Type`) AS count
FROM frpm
WHERE City = 'Adelanto'
GROUP BY `School Type`
ORDER BY count DESC
LIMIT 1;",0,qwen2_metadata
79,79,"SELECT County, COUNT(Virtual) FROM schools WHERE (County = 'San Diego' OR County = 'Santa Barbara') AND Virtual = 'F' GROUP BY County ORDER BY COUNT(Virtual) DESC LIMIT 1","SELECT COUNT(*)
FROM schools
WHERE County IN ('San Diego', 'Santa Barbara')
AND School IS NULL;",0,qwen2_metadata
80,80,"SELECT T1.`School Type`, T1.`School Name`, T2.Latitude FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode ORDER BY T2.Latitude DESC LIMIT 1","SELECT School, Latitude
FROM schools
WHERE Latitude = (SELECT MAX(Latitude) FROM schools)
AND SchoolType IS NOT NULL;",0,qwen2_metadata
81,81,"SELECT T2.City, T1.`Low Grade`, T1.`School Name` FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.State = 'CA' ORDER BY T2.Latitude ASC LIMIT 1","SELECT School
FROM schools
WHERE State = 'CA'
AND Latitude = (SELECT MIN(Latitude) FROM schools WHERE State = 'CA')
LIMIT 1;",0,qwen2_metadata
82,82,SELECT GSoffered FROM schools ORDER BY ABS(longitude) DESC LIMIT 1,"SELECT School
FROM schools
WHERE Longitude = (SELECT MAX(Longitude) FROM schools)",0,qwen2_metadata
83,83,"SELECT T2.City, COUNT(T2.CDSCode) FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.Magnet = 1 AND T2.GSoffered = 'K-8' AND T1.`NSLP Provision Status` = 'Multiple Provision Types' GROUP BY T2.City","SELECT city, COUNT(*) as school_count
FROM schools
JOIN frpm ON schools.CDSCode = frpm.CDSCode
WHERE frpm.School_Type = 'Magnet'
AND frpm.Low_Grade = 'K'
AND frpm.High_Grade = '8'
AND frpm.NSLP_Provision_Status IS NOT NULL
GROUP BY city;",0,qwen2_metadata
84,84,"SELECT DISTINCT T1.AdmFName1, T1.District FROM schools AS T1 INNER JOIN ( SELECT admfname1 FROM schools GROUP BY admfname1 ORDER BY COUNT(admfname1) DESC LIMIT 2 ) AS T2 ON T1.AdmFName1 = T2.admfname1","SELECT AdmFName1, AdmLName1, District
FROM schools
JOIN (
    SELECT AdmFName1, COUNT(*) as count, District
    FROM schools
    GROUP BY AdmFName1, District
    ORDER BY count DESC
    LIMIT 2
) AS admin_count
ON schools.AdmFName1 = admin_count.AdmFName1 AND schools.District = admin_count.District;

SELECT AdmFName2, AdmLName2, District
FROM schools
JOIN (
    SELECT AdmFName2, COUNT(*) as count, District
    FROM schools
    GROUP BY AdmFName2, District
    ORDER BY count DESC
    LIMIT 2
) AS admin_count
ON schools.AdmFName2 = admin_count.AdmFName2 AND schools.District = admin_count.District;

SELECT AdmFName3, AdmLName3, District
FROM schools
JOIN (
    SELECT AdmFName3, COUNT(*) as count, District
    FROM schools
    GROUP BY AdmFName3, District
    ORDER BY count DESC
    LIMIT 2
) AS admin_count
ON schools.AdmFName3 = admin_count.AdmFName3 AND schools.District = admin_count.District;",0,qwen2_metadata
85,85,"SELECT T1.`Free Meal Count (K-12)` * 100 / T1.`Enrollment (K-12)`, T1.`District Code` FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.AdmFName1 = 'Alusine'","SELECT `District Code`, `Percent (%) Eligible Free (K-12)`
FROM frpm
JOIN schools ON frpm.CDSCode = schools.CDSCode
WHERE schools.AdmFName1 = 'Alusine';",0,qwen2_metadata
86,86,"SELECT AdmLName1, District, County, School FROM schools WHERE CharterNum = '0040'","SELECT AdmLName1, District, County, School
FROM schools
JOIN frpm ON schools.CDSCode = frpm.CDSCode
WHERE CharterNum = '40' AND AdmLName1 IS NOT NULL;",0,qwen2_metadata
87,87,"SELECT T2.AdmEmail1 FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.County = 'San Bernardino' AND T2.City = 'San Bernardino' AND T2.DOC = 54 AND strftime('%Y', T2.OpenDate) BETWEEN '2009' AND '2010' AND T2.SOC = 62","SELECT AdmEmail1
FROM schools
WHERE County = 'San Bernardino'
AND District = 'San Bernardino City Unified'
AND OpenDate BETWEEN '2009-01-01' AND '2010-12-31'
AND (SchoolType = 'Public Intermediate/Middle Schools' OR SchoolType = 'Unified Schools');",0,qwen2_metadata
88,88,"SELECT T2.AdmEmail1, T2.School FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode ORDER BY T1.NumGE1500 DESC LIMIT 1","SELECT s.School, admEmails.AdmEmail1
FROM schools AS s
JOIN (
    SELECT s.CDSCode, admEmails.AdmEmail1
    FROM satscores AS s
    JOIN schools AS sc ON s.cds = sc.CDSCode
    JOIN (
        SELECT cds, MAX(NumTstTakr) AS max_takers
        FROM satscores
        GROUP BY cds
    ) AS max_takers ON s.cds = max_takers.cds AND s.NumTstTakr = max_takers.max_takers
    JOIN schools AS admEmails ON max_takers.cds = admEmails.CDSCode
) AS admEmails
ON s.CDSCode = admEmails.cds
WHERE s.NumTstTakr >= 1500 AND admEmails.AdmEmail1 IS NOT NULL
ORDER BY max_takers.max_takers DESC, s.School ASC
LIMIT 1;",0,qwen2_metadata
89,89,SELECT COUNT(T1.district_id) FROM district AS T1 INNER JOIN account AS T2 ON T1.district_id = T2.district_id WHERE T1.A3 = 'East Bohemia' AND T2.frequency = 'POPLATEK PO OBRATU',"SELECT COUNT(account_id)
FROM account
JOIN trans ON account.account_id = trans.account_id
JOIN district ON account.district_id = district.district_id
WHERE district.A3 = 'East Bohemia' AND trans.type = 'issuance';",0,qwen2_metadata
90,90,SELECT COUNT(T1.account_id) FROM account AS T1 INNER JOIN loan AS T2 ON T1.account_id = T2.account_id INNER JOIN district AS T3 ON T1.district_id = T3.district_id WHERE T3.A3 = 'Prague',"SELECT COUNT(account_id)
FROM account
JOIN district ON account.district_id = district.district_id
WHERE district.A3 = 'Prague';",0,qwen2_metadata
91,91,"SELECT DISTINCT IIF(AVG(A13) > AVG(A12), '1996', '1995') FROM district","SELECT AVG(A10) as 'Average Unemployment Ratio of 1995', AVG(A11) as 'Average Unemployment Ratio of 1996'
FROM district
WHERE YEAR(A8) IN (1995, 1996);

SELECT CASE
    WHEN AVG(A10) > AVG(A11) THEN '1995'
    ELSE '1996'
END as 'Year with Higher Unemployment Ratio';

WITH avg_unemployment AS (
    SELECT AVG(A10) as 'Average Unemployment Ratio of 1995', AVG(A11) as 'Average Unemployment Ratio of 1996'
    FROM district
    WHERE YEAR(A8) IN (1995, 1996)
)
SELECT 'Year with Higher Unemployment Ratio' as 'Year',
    MAX(CASE WHEN year = '1995' THEN average ELSE NULL END) as '1995',
    MAX(CASE WHEN year = '1996' THEN average ELSE NULL END) as '1996'
FROM (
    SELECT '1995' as year, avg_unemployment.Average_Unemployment_Ratio_of_1995 as average
    FROM avg_unemployment
    UNION ALL
    SELECT '1996' as year, avg_unemployment.Average_Unemployment_Ratio_of_1996 as average
    FROM avg_unemployment
) AS comparison
WHERE comparison.year = (
    SELECT CASE
        WHEN AVG(A10) > AVG(A11) THEN '1995'
        ELSE '1996'
    END
    FROM district
    WHERE YEAR(A8) IN (1995, 1996)
);",0,qwen2_metadata
92,92,SELECT DISTINCT T2.district_id FROM client AS T1 INNER JOIN district AS T2 ON T1.district_id = T2.district_id WHERE T1.gender = 'F' AND T2.A11 BETWEEN 6000 AND 10000,"SELECT COUNT(*)
FROM district
WHERE (
    (SELECT AVG(salary) FROM employee WHERE district_id = district.district_id AND gender = 'female')
    BETWEEN 6000 AND 10000
);

Assumption: There is a table named 'employee' with columns 'district_id', 'gender', and 'salary'. The 'salary' column represents the average salary of the employees in each district.",0,qwen2_metadata
93,93,SELECT COUNT(T1.client_id) FROM client AS T1 INNER JOIN district AS T2 ON T1.district_id = T2.district_id WHERE T1.gender = 'M' AND T2.A3 = 'North Bohemia' AND T2.A11 > 8000,"SELECT COUNT(client_id)
FROM client
JOIN district ON client.district_id = district.district_id
WHERE gender = 'male' AND district.A2 = 'North Bohemia' AND CAST(A11 AS DECIMAL(10,2)) > 8000;",1,qwen2_metadata
94,94,"SELECT T1.account_id , ( SELECT MAX(A11) - MIN(A11) FROM district ) FROM account AS T1 INNER JOIN district AS T2 ON T1.district_id = T2.district_id WHERE T2.district_id = ( SELECT district_id FROM client WHERE gender = 'F' ORDER BY birth_date ASC LIMIT 1 ) ORDER BY T2.A11 DESC LIMIT 1","sql
SELECT ABS(
    (
        (
            SELECT AVG(client.birth_date) AS avg_birthdate
            FROM client
            JOIN disp ON client.client_id = disp.client_id
            WHERE client.gender = 'female' AND disp.type = 'OWNER'
            ORDER BY avg_birthdate ASC
            LIMIT 1
        ) -
        (
            SELECT AVG(district_id.A11) AS avg_salary
            FROM district
            JOIN account ON district.district_id = account.district_id
            JOIN disp ON account.account_id = disp.account_id
            JOIN client ON disp.client_id = client.client_id
            WHERE client.gender = 'female' AND disp.type = 'OWNER'
            ORDER BY avg_salary ASC
            LIMIT 1
        )
    )
) AS gap
",0,qwen2_metadata
95,95,SELECT T1.account_id FROM account AS T1 INNER JOIN district AS T2 ON T1.district_id = T2.district_id WHERE T2.district_id = ( SELECT district_id FROM client ORDER BY birth_date DESC LIMIT 1 ) ORDER BY T2.A11 DESC LIMIT 1,"SELECT account_id
FROM client
JOIN (
    SELECT client_id, AVG(A11) as avg_salary, MIN(birth_date) as min_birth_date
    FROM client
    GROUP BY client_id
) as subquery
ON client.client_id = subquery.client_id
WHERE client.birth_date = (
    SELECT MIN(birth_date)
    FROM client
)
AND subquery.avg_salary = (
    SELECT MAX(avg_salary)
    FROM (
        SELECT client_id, AVG(A11) as avg_salary
        FROM client
        GROUP BY client_id
    ) as subquery2
);",0,qwen2_metadata
96,96,SELECT COUNT(T1.account_id) FROM account AS T1 INNER JOIN disp AS T2 ON T1.account_id = T2.account_id WHERE T2.type = 'Owner' AND T1.frequency = 'POPLATEK TYDNE',"SELECT COUNT(client_id)
FROM client
JOIN disp ON client.client_id = disp.client_id
WHERE disp.type = 'OWNER' AND account.frequency = 'weekly';",0,qwen2_metadata
97,97,SELECT T2.client_id FROM account AS T1 INNER JOIN disp AS T2 ON T1.account_id = T2.account_id WHERE T1.frequency = 'POPLATEK PO OBRATU' AND T2.type = 'DISPONENT',"SELECT client_id
FROM disp
WHERE type = 'DISPONENT' AND trans.type = 'statement of issuance';

JOIN trans ON disp.account_id = trans.account_id;",0,qwen2_metadata
98,98,"SELECT T2.account_id FROM loan AS T1 INNER JOIN account AS T2 ON T1.account_id = T2.account_id WHERE STRFTIME('%Y', T1.date) = '1997' AND T2.frequency = 'POPLATEK TYDNE' ORDER BY T1.amount LIMIT 1","SELECT account_id
FROM loan
WHERE YEAR(date) = 1997
ORDER BY amount ASC
LIMIT 1;",0,qwen2_metadata
99,99,"SELECT T1.account_id FROM loan AS T1 INNER JOIN disp AS T2 ON T1.account_id = T2.account_id WHERE STRFTIME('%Y', T1.date) = '1993' AND T1.duration = 12 ORDER BY T1.amount DESC LIMIT 1","SELECT account_id, SUM(amount) as total_loan_amount
FROM loan
WHERE duration > 12 AND YEAR(date) = 1993
GROUP BY account_id
ORDER BY total_loan_amount DESC
LIMIT 10;",0,qwen2_metadata
100,100,"SELECT COUNT(T2.client_id) FROM district AS T1 INNER JOIN client AS T2 ON T1.district_id = T2.district_id WHERE T2.gender = 'F' AND STRFTIME('%Y', T2.birth_date) < '1950' AND T1.A2 = 'Slokolov'","SELECT COUNT(client_id)
FROM client
JOIN disp ON client.client_id = disp.client_id
JOIN district ON district.district_id = client.district_id
WHERE gender = 'female' AND birth_date < '1950-01-01' AND district.A2 = 'Slokolov';",0,qwen2_metadata
101,101,"SELECT account_id FROM trans WHERE STRFTIME('%Y', date) = '1995' ORDER BY date ASC LIMIT 1","SELECT account_id
FROM trans
WHERE date = '1995-01-01'
AND type = 'PRIJEM' OR type = 'VKLAD'
AND YEAR(date) = 1995
AND MONTH(date) = 1
AND DAY(date) = 1
AND account_id NOT IN (
    SELECT account_id
    FROM trans
    WHERE date < '1995-01-01'
)
GROUP BY account_id
HAVING COUNT(*) = (
    SELECT COUNT(*)
    FROM trans
    WHERE date = '1995-01-01'
    AND type = 'PRIJEM' OR type = 'VKLAD'
    AND YEAR(date) = 1995
    AND MONTH(date) = 1
    AND DAY(date) = 1
)
ORDER BY account_id ASC
LIMIT 1;",0,qwen2_metadata
102,102,"SELECT DISTINCT T2.account_id FROM trans AS T1 INNER JOIN account AS T2 ON T1.account_id = T2.account_id WHERE STRFTIME('%Y', T2.date) < '1997' AND T1.amount > 3000","SELECT account_id
FROM account
WHERE date < '1997-01-01' AND amount > 3000;",0,qwen2_metadata
103,103,SELECT T2.client_id FROM client AS T1 INNER JOIN disp AS T2 ON T1.client_id = T2.client_id INNER JOIN card AS T3 ON T2.disp_id = T3.disp_id WHERE T3.issued = '1994-03-03',"SELECT client_id
FROM card
JOIN disp ON card.disp_id = disp.disp_id
WHERE issued = '1994-03-03';",1,qwen2_metadata
104,104,SELECT T1.date FROM account AS T1 INNER JOIN trans AS T2 ON T1.account_id = T2.account_id WHERE T2.amount = 840 AND T2.date = '1998-10-14',"SELECT account.date
FROM account
JOIN trans ON account.account_id = trans.account_id
WHERE trans.amount = 840 AND trans.date = '1998-10-14';",1,qwen2_metadata
105,105,SELECT T1.district_id FROM account AS T1 INNER JOIN loan AS T2 ON T1.account_id = T2.account_id WHERE T2.date = '1994-08-25',"SELECT district_id
FROM account
JOIN loan ON account.account_id = loan.account_id
WHERE loan.date = '1994-08-25';",1,qwen2_metadata
106,106,SELECT T2.amount FROM account AS T1 INNER JOIN trans AS T2 ON T1.account_id = T2.account_id WHERE T1.date = '1996-10-21' ORDER BY T2.amount DESC LIMIT 1,"SELECT MAX(amount)
FROM trans
WHERE account_id IN (
    SELECT client_id
    FROM disp
    JOIN card ON disp.card_id = card.card_id
    WHERE issued = '1996-10-21'
) AND date = '1996-10-21';",0,qwen2_metadata
107,107,"SELECT T2.gender FROM district AS T1 INNER JOIN client AS T2 ON T1.district_id = T2.district_id ORDER BY T1.A11 DESC, T2.birth_date ASC LIMIT 1","SELECT client.gender
FROM client
JOIN disp ON client.client_id = disp.client_id
JOIN district ON disp.district_id = district.district_id
WHERE client.birth_date = (SELECT MIN(client.birth_date) FROM client JOIN disp ON client.client_id = disp.client_id JOIN district ON disp.district_id = district.district_id)
AND district.A11 = (SELECT MAX(district.A11) FROM district);",0,qwen2_metadata
108,108,"SELECT T2.amount FROM loan AS T1 INNER JOIN trans AS T2 ON T1.account_id = T2.account_id ORDER BY T1.amount DESC, T2.date ASC LIMIT 1","SELECT trans.amount
FROM trans
JOIN account ON trans.account_id = account.account_id
JOIN loan ON account.account_id = loan.account_id
WHERE loan.account_id = (
    SELECT account_id
    FROM loan
    ORDER BY loan.amount DESC
    LIMIT 1
)
AND trans.date = (
    SELECT MIN(date)
    FROM trans
    WHERE account_id = (
        SELECT account_id
        FROM loan
        ORDER BY loan.amount DESC
        LIMIT 1
    )
)
ORDER BY trans.date ASC
LIMIT 1;",1,qwen2_metadata
